,MSSubClass,MSZoning,Neighborhood,OverallQual,OverallCond,YearRemodAdd,RoofStyle,MasVnrType,BsmtQual,BsmtExposure,HeatingQC,CentralAir,1stFlrSF,GrLivArea,BsmtFullBath,KitchenQual,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,PavedDrive,LotFrontage,YrSold,SalePrice
647,20,RL,Edwards,6,5,1953,Hip,Stone,TA,Mn,Ex,Y,1094,1094,0,TA,2,Gd,Attchd,RFn,2,Y,85.0,2008,155000
1152,20,RL,Crawfor,6,7,2004,Gable,None,TA,No,Ex,Y,1811,1811,0,Ex,1,Gd,Attchd,Fin,2,Y,90.0,2006,230000
520,190,RL,OldTown,4,7,2000,Gable,None,,,TA,N,694,1294,0,TA,0,,,,0,N,60.0,2008,106250
64,60,RL,CollgCr,7,5,1998,Gable,BrkFace,Gd,No,Ex,Y,1057,2034,1,Gd,0,,Attchd,RFn,2,Y,,2009,219500
14,20,RL,NAmes,6,5,1960,Hip,BrkFace,TA,No,TA,Y,1253,1253,1,TA,1,Fa,Attchd,RFn,1,Y,,2008,157000
1180,60,RL,Timber,7,5,1991,Gable,None,Gd,No,Ex,Y,1298,2514,0,TA,0,,Attchd,Fin,2,Y,,2006,250000
1064,20,RL,NAmes,5,6,1966,Gable,BrkFace,TA,Mn,Ex,Y,1154,1154,0,TA,1,Po,Attchd,RFn,2,Y,,2009,154000
492,60,RL,Gilbert,6,5,2006,Gable,None,Gd,No,Gd,Y,728,1456,0,TA,0,,Attchd,RFn,2,Y,105.0,2006,172785
379,60,RL,Gilbert,6,5,2000,Gable,BrkFace,Gd,No,Ex,Y,1007,1800,0,TA,1,TA,Attchd,Fin,2,Y,60.0,2009,179000
187,50,RL,OldTown,5,7,1987,Gable,None,Fa,No,Ex,Y,808,1656,0,TA,0,,Detchd,Unf,1,N,60.0,2009,135000
763,60,RL,NoRidge,8,5,1999,Gable,BrkFace,Gd,Mn,Ex,Y,1268,2365,1,Gd,1,Gd,Attchd,RFn,3,Y,82.0,2009,337000
216,20,RL,CollgCr,7,5,2004,Gable,BrkFace,Gd,Mn,Ex,Y,1436,1436,1,Gd,0,,Attchd,Unf,2,Y,65.0,2008,210000
791,80,RL,Mitchel,6,5,1976,Gable,None,Gd,Av,TA,Y,1062,1062,1,TA,2,TA,Attchd,RFn,2,Y,,2007,146800
1076,50,RL,OldTown,5,8,1989,Gable,None,Fa,No,Gd,Y,1096,1466,0,Gd,1,TA,Attchd,Unf,2,Y,60.0,2006,170000
878,85,RL,Sawyer,5,7,1995,Gable,None,TA,Av,TA,Y,1155,1155,1,Gd,0,,Detchd,Unf,2,Y,88.0,2010,148000
337,20,RL,CollgCr,7,5,2003,Gable,BrkFace,Gd,Av,Ex,Y,1536,1536,1,Gd,0,,Attchd,RFn,2,Y,70.0,2008,214000
719,20,RL,CollgCr,5,6,1969,Gable,None,Gd,Gd,TA,Y,971,971,0,TA,1,Po,Attchd,Unf,1,Y,69.0,2006,128500
295,80,RL,Mitchel,6,6,1984,Gable,None,TA,Av,TA,Y,1003,1003,1,TA,0,,Detchd,Unf,2,Y,37.0,2006,142500
1016,20,RL,CollgCr,7,5,1996,Hip,BrkFace,Gd,Gd,Ex,Y,1504,1504,1,Gd,1,TA,Attchd,Fin,2,Y,73.0,2009,203000
1275,90,RL,NAmes,5,5,1950,Gable,Stone,TA,No,Gd,Y,928,1920,0,TA,0,,Detchd,Unf,2,Y,95.0,2007,137000
455,20,RL,NWAmes,7,6,1973,Hip,BrkFace,TA,No,Fa,Y,1242,1242,0,TA,1,TA,Attchd,Unf,2,Y,80.0,2007,175500
1457,70,RL,Crawfor,7,9,2006,Gable,None,TA,No,Ex,Y,1188,2340,0,Gd,2,Gd,Attchd,RFn,1,Y,66.0,2010,266500
815,20,RL,CollgCr,7,5,1998,Gable,BrkFace,Gd,No,Ex,Y,1661,1661,0,Gd,0,,Attchd,RFn,2,Y,48.0,2010,224900
269,20,RL,Edwards,6,7,1976,Hip,BrkFace,TA,No,TA,Y,1113,1113,1,TA,1,Fa,Attchd,RFn,1,Y,,2007,148000
995,50,RL,BrkSide,4,7,1950,Gable,None,TA,No,TA,Y,774,1230,1,TA,0,,Detchd,Unf,1,Y,51.0,2006,121600
201,20,RL,Mitchel,6,6,1977,Gable,None,TA,No,TA,Y,1279,1279,0,TA,2,Fa,Detchd,Unf,2,Y,75.0,2008,171500
161,60,RL,NridgHt,9,5,2004,Gable,BrkFace,Ex,Av,Ex,Y,1572,2668,1,Ex,2,Gd,BuiltIn,Fin,3,Y,110.0,2008,412500
729,30,RM,IDOTRR,4,5,1950,Gable,None,TA,No,TA,Y,848,1208,0,TA,0,,Detchd,Unf,2,Y,52.0,2009,103000
401,20,RL,CollgCr,7,5,2005,Gable,None,Gd,Av,Ex,Y,1310,1310,0,Gd,1,Gd,Attchd,Fin,2,Y,65.0,2006,164990
702,60,RL,StoneBr,8,5,2006,Hip,BrkFace,Ex,No,Ex,Y,1264,2576,0,Ex,1,Gd,BuiltIn,Fin,3,Y,82.0,2006,361919
1129,90,RM,OldTown,5,5,1980,Gable,BrkFace,Gd,Gd,TA,Y,936,936,1,TA,0,,Detchd,Unf,2,Y,60.0,2007,140000
565,70,RL,SWISU,6,4,1950,Gable,None,Gd,No,TA,N,841,1647,1,Fa,0,,Detchd,Unf,1,Y,66.0,2010,128000
1021,20,RL,CollgCr,7,5,2006,Gable,Stone,Gd,Av,Ex,Y,1220,1220,1,Gd,0,,Attchd,RFn,2,Y,64.0,2006,194000
1025,20,RL,CollgCr,5,5,1972,Gable,None,TA,No,TA,Y,882,882,1,TA,0,,Detchd,Unf,2,Y,70.0,2007,112500
1104,160,RM,BrDale,5,5,1970,Gable,BrkFace,TA,No,TA,Y,630,1302,0,TA,0,,Detchd,Unf,2,Y,24.0,2007,106000
205,20,RL,Gilbert,7,5,1990,Gable,None,Gd,No,Ex,Y,1442,1442,0,TA,0,,Attchd,RFn,2,Y,99.0,2009,180500
34,120,RL,NridgHt,9,5,2005,Hip,BrkFace,Ex,No,Ex,Y,1561,1561,1,Ex,1,Gd,Attchd,Fin,2,Y,60.0,2007,277500
775,120,RM,Mitchel,6,5,1998,Hip,BrkFace,Ex,No,Ex,Y,1204,1204,1,TA,0,,Attchd,Fin,2,Y,32.0,2009,162000
508,70,RM,OldTown,7,9,2005,Gambrel,None,TA,No,Ex,Y,689,1378,0,Gd,1,Gd,Detchd,Unf,2,N,60.0,2008,161000
1441,120,RM,CollgCr,6,5,2004,Gable,BrkFace,Gd,Av,Ex,Y,848,848,1,Gd,1,TA,Attchd,RFn,2,Y,,2008,149300
1390,20,RL,CollgCr,7,5,2000,Gable,BrkFace,Gd,Av,Ex,Y,1525,1525,1,Gd,0,,Attchd,RFn,2,Y,70.0,2006,235000
91,20,RL,NAmes,5,3,1961,Hip,BrkCmn,TA,No,TA,Y,1235,1235,0,TA,0,,Attchd,Unf,2,Y,85.0,2006,98600
1363,60,RL,Gilbert,6,5,2007,Gable,None,Gd,No,Ex,Y,616,1412,0,Gd,1,Gd,BuiltIn,Fin,2,Y,73.0,2007,156932
897,90,RL,SawyerW,5,5,1979,Gable,None,,,TA,Y,1120,2240,0,TA,0,,Detchd,Unf,2,Y,64.0,2009,142953
564,60,RL,NoRidge,7,5,2000,Gable,None,Gd,No,Ex,Y,1166,2295,1,Gd,1,TA,Attchd,RFn,2,Y,,2006,268000
1369,20,RL,CollgCr,8,5,2003,Hip,BrkFace,Gd,Av,Ex,Y,1668,1668,1,Gd,1,TA,Attchd,Fin,2,Y,48.0,2010,232000
776,20,RL,CollgCr,7,5,2006,Gable,BrkFace,Gd,Av,Ex,Y,1614,1614,0,Gd,0,,Attchd,RFn,3,Y,86.0,2006,221500
241,30,RM,OldTown,5,9,1997,Gable,None,TA,No,Gd,Y,866,866,0,Gd,0,,,,0,Y,40.0,2007,110500
13,20,RL,CollgCr,7,5,2007,Gable,Stone,Gd,Av,Ex,Y,1494,1494,0,Gd,1,Gd,Attchd,RFn,3,Y,91.0,2007,279500
315,60,RL,Gilbert,7,5,2005,Gable,None,Gd,No,Ex,Y,716,1432,1,Gd,1,Gd,Attchd,Fin,2,Y,71.0,2009,188500
600,60,RL,NridgHt,8,5,2005,Gable,BrkFace,Gd,Av,Ex,Y,1058,1904,1,Ex,1,Gd,BuiltIn,Fin,2,Y,74.0,2006,275000
387,80,RL,Edwards,6,6,1976,Hip,BrkFace,TA,Av,Ex,Y,1125,1125,1,TA,1,Fa,Detchd,Unf,1,Y,72.0,2009,125000
1297,180,RM,Edwards,6,5,2006,Gable,BrkFace,Gd,Gd,Gd,Y,1072,1072,1,TA,0,,Basment,Fin,2,Y,35.0,2006,140000
166,20,RL,ClearCr,5,5,1993,Hip,None,TA,No,Ex,Y,1867,1867,1,TA,3,Gd,Attchd,Fin,1,Y,,2009,190000
840,70,RH,SWISU,6,8,1950,Gable,None,TA,No,TA,N,810,1482,0,Fa,0,,Detchd,Unf,1,P,,2008,140000
20,60,RL,NridgHt,8,5,2006,Gable,BrkFace,Ex,Av,Ex,Y,1158,2376,0,Gd,1,Gd,BuiltIn,RFn,3,Y,101.0,2006,325300
646,20,RL,NAmes,5,5,1950,Hip,None,,,Gd,Y,1048,1048,0,TA,0,,Detchd,Unf,2,Y,60.0,2008,98300
1154,60,RL,NAmes,7,6,1988,Gable,Stone,TA,Gd,TA,Y,902,1820,0,Gd,2,Gd,Attchd,Unf,2,Y,,2008,201800
831,160,FV,Somerst,7,5,2005,Gable,None,Gd,No,Ex,Y,520,1200,0,Gd,0,,Detchd,RFn,2,Y,30.0,2006,151000
1267,20,RL,Timber,9,5,2009,Hip,None,Ex,Gd,Ex,Y,2018,2018,0,Ex,1,Gd,Attchd,Fin,3,Y,89.0,2010,378500
562,30,RL,Edwards,5,6,1969,Gable,None,TA,No,Ex,Y,996,996,1,TA,1,Gd,,,0,Y,63.0,2008,108000
1422,120,RM,CollgCr,6,5,2003,Gable,BrkFace,Gd,Av,Ex,Y,848,848,1,Gd,0,,Attchd,Fin,2,Y,37.0,2008,136500
686,60,FV,Somerst,7,6,2007,Gable,None,Gd,No,Ex,Y,874,1761,0,Gd,0,,Attchd,Fin,2,Y,84.0,2007,227875
957,20,RL,Sawyer,5,5,1962,Hip,None,TA,No,TA,Y,1057,1057,0,TA,0,,Detchd,Fin,2,Y,70.0,2007,132000
189,120,RL,StoneBr,8,5,2002,Gable,None,Ex,Av,Ex,Y,1593,1593,1,Ex,1,Gd,Attchd,Fin,2,Y,41.0,2008,286000
975,160,FV,Somerst,7,5,2000,Gable,None,Gd,No,Ex,Y,673,1382,1,Gd,0,,Detchd,Unf,2,Y,,2006,165000
699,120,FV,Somerst,7,5,2004,Gable,None,Gd,Mn,Ex,Y,1391,1391,0,Gd,0,,Attchd,RFn,2,Y,59.0,2008,196000
510,20,RL,NAmes,5,7,2000,Hip,BrkCmn,TA,No,Ex,Y,1363,1363,1,TA,2,TA,CarPort,Unf,1,Y,75.0,2009,164900
1082,20,RL,CollgCr,7,5,2002,Gable,BrkFace,Gd,No,Ex,Y,1459,1459,0,Gd,1,Gd,Attchd,RFn,2,Y,70.0,2007,192000
474,120,RL,StoneBr,8,5,2000,Gable,None,Gd,Av,Ex,Y,1652,1652,1,Ex,0,,Attchd,RFn,2,Y,41.0,2007,251000
856,80,RL,CollgCr,6,6,1978,Gable,None,Gd,Gd,TA,Y,1026,1026,1,TA,0,,Detchd,Unf,2,Y,,2008,147000
747,70,RM,OldTown,7,7,2003,Mansard,None,TA,No,TA,N,1320,2640,0,Gd,1,Gd,Detchd,Unf,4,N,65.0,2009,265979
252,60,RL,SawyerW,6,5,2004,Gable,None,Gd,No,Ex,Y,798,1640,0,Gd,0,,Attchd,RFn,2,Y,65.0,2008,173000
21,45,RM,IDOTRR,7,7,1950,Gable,None,TA,No,Ex,Y,1108,1108,0,Gd,1,Gd,Attchd,Unf,1,N,57.0,2007,139400
1337,30,RM,OldTown,4,4,1950,Gable,None,TA,No,Fa,N,693,693,0,Fa,0,,,,0,N,153.0,2006,52500
459,50,RL,BrkSide,5,4,1950,Gable,BrkCmn,TA,No,TA,Y,979,1203,1,Gd,1,TA,Detchd,Unf,1,Y,,2009,110000
1184,20,RL,Timber,5,4,1963,Hip,BrkFace,TA,Gd,Gd,Y,1572,1572,1,TA,2,TA,2Types,RFn,3,Y,50.0,2007,186700
276,20,RL,Mitchel,7,5,2003,Gable,None,Ex,No,Ex,Y,1560,1560,0,Gd,0,,Attchd,Fin,2,Y,129.0,2010,201000
955,90,RH,Crawfor,6,6,1950,Gable,BrkFace,Gd,No,TA,N,979,1958,0,TA,0,,Attchd,Unf,2,Y,82.0,2007,145000
1215,20,RL,Sawyer,5,5,1966,Gable,None,TA,No,TA,Y,894,894,0,TA,0,,Detchd,RFn,1,Y,99.0,2007,125000
385,120,RL,Blmngtn,8,5,2005,Gable,BrkFace,Gd,No,Ex,Y,1269,1269,0,Gd,1,TA,Attchd,Fin,2,Y,43.0,2010,192000
805,20,RL,Somerst,7,5,2008,Gable,Stone,Gd,No,Ex,Y,1428,1428,0,Ex,0,,Attchd,RFn,2,Y,91.0,2008,227680
1437,20,RL,NridgHt,8,5,2008,Hip,Stone,Ex,Av,Ex,Y,1932,1932,1,Ex,1,Gd,Attchd,Fin,3,Y,96.0,2008,394617
343,120,RL,NridgHt,9,5,2005,Hip,BrkFace,Ex,No,Ex,Y,1684,1684,0,Ex,1,Ex,Attchd,RFn,2,Y,63.0,2008,266000
769,60,RL,StoneBr,8,5,2003,Hip,BrkFace,Gd,Gd,Ex,Y,1690,3279,1,Ex,1,Gd,BuiltIn,Fin,3,Y,47.0,2010,538000
1332,20,RL,Edwards,4,6,1958,Gable,None,TA,Mn,Ex,Y,816,816,1,TA,1,Gd,Detchd,Unf,1,Y,67.0,2009,100000
130,60,RL,NAmes,7,6,1966,Gable,BrkFace,TA,No,Ex,Y,1216,2157,0,Gd,2,Gd,Attchd,Fin,2,Y,88.0,2006,226000
871,60,RL,CollgCr,6,5,1998,Gable,BrkFace,Gd,No,Ex,Y,804,1682,0,Gd,0,,Attchd,RFn,2,Y,70.0,2010,200500
1123,20,RL,Edwards,5,9,2008,Hip,None,TA,No,Ex,Y,698,698,0,TA,0,,,,0,Y,50.0,2009,118000
1396,20,RL,Timber,5,5,1950,Gable,None,TA,Av,TA,Y,1687,1687,1,TA,2,TA,Detchd,Unf,2,N,,2010,160000
87,160,FV,Somerst,6,5,2009,Gable,Stone,Gd,Av,Ex,Y,612,1224,0,Gd,0,,Detchd,RFn,2,Y,40.0,2009,164500
330,90,RL,NAmes,5,4,1964,Gable,BrkFace,TA,No,TA,Y,1728,1728,0,TA,0,,Detchd,Unf,1,Y,,2007,119000
1238,20,RL,SawyerW,6,5,2005,Gable,None,Gd,No,Ex,Y,1141,1141,0,TA,0,,Detchd,Unf,2,Y,63.0,2006,142500
466,20,RL,NAmes,7,5,1970,Flat,None,TA,Gd,TA,Y,1277,1277,1,TA,1,Po,Attchd,Unf,2,Y,85.0,2007,167000
121,50,RM,IDOTRR,4,5,1950,Gable,None,TA,No,Gd,Y,772,1123,0,TA,0,,Detchd,Unf,1,P,50.0,2007,100000
1044,20,RL,NWAmes,8,5,1981,Hip,None,Gd,No,TA,Y,2524,2524,1,Gd,1,Gd,Attchd,Fin,2,Y,80.0,2009,278000
1095,20,RL,CollgCr,6,5,2006,Gable,None,Gd,No,Gd,Y,1314,1314,0,Gd,1,Gd,Attchd,RFn,2,Y,78.0,2007,176432
1130,50,RL,SWISU,4,3,1950,Gable,None,TA,No,TA,Y,1328,1981,1,Gd,2,TA,Detchd,Unf,2,Y,65.0,2009,135000
1294,20,RL,Edwards,5,7,1990,Hip,None,TA,No,TA,Y,864,864,1,TA,0,,Detchd,Unf,2,N,60.0,2006,115000
860,50,RL,Crawfor,7,8,1998,Gable,None,TA,No,Gd,Y,912,1426,0,Gd,1,Gd,Detchd,Unf,1,Y,55.0,2007,189950
1126,120,RL,Blmngtn,7,5,2007,Hip,BrkFace,Gd,No,Ex,Y,1555,1555,0,Gd,1,TA,Attchd,Fin,3,Y,53.0,2009,174000
